,TCP UL/DL (Bytes),Avg RTT UL/DL (ms),Avg Bearer UL/DL (kbps),clusters
22005,87863941.74061199,287.0,82213.0,0
22006,21605565.935152996,76.32576582180064,29001.0,0
22007,54271.0,3063.0,414.0,0
22008,21569572.935152996,41.0,99.0,0
22009,21569572.935152996,39.0,93.0,0
22010,21569572.935152996,35.32576582180065,85.0,0
22011,21569572.935152996,332.0,64.0,0
22012,4671669.0,159.0,19873.0,0
22013,589933.0,154.0,52364.0,0
22014,21569572.935152996,29.0,59.0,0
22015,3783290.0,573.0,4660.0,0
22016,21569572.935152996,35.32576582180065,88.0,0
22017,21569572.935152996,35.32576582180065,64.0,0
22018,21642862.935152996,77.32576582180064,11145.0,0
22019,21583300.935152996,392.0,367.0,0
22020,21569572.935152996,36.0,108.0,0
22021,46290740.87030599,281.6515316436013,166896.0,0
22022,22497664.935152996,92.0,62927.0,0
22023,21569572.935152996,35.32576582180065,112.0,0
22024,21569572.935152996,35.32576582180065,102.0,0
22025,2635520.0,46.0,56092.0,0
22026,21569572.935152996,21.0,78.0,0
22027,4386288.0,164.0,6678.0,0
22028,21581538.935152996,75.0,24915.0,0
22029,21569572.935152996,66.0,117.0,0
22030,43139145.87030599,112.0,180.0,0
22031,21569572.935152996,29.0,68.0,0
22032,22391251.59996406,105.0,50289.0,0
22033,43139145.87030599,89.0,535.0,0
22034,21569572.935152996,28.0,119.0,0
22035,21569572.935152996,55.0,50748.0,0
22036,837168.6648110661,28.0,571.0,0
22037,43139145.87030599,58.0,2466.0,0
22038,44350858.87030599,194.0,47287.0,0
22039,21569572.935152996,19.0,91.0,0
22040,767714.6648110661,64.0,21912.0,0
22041,21569572.935152996,31.0,113.0,0
22042,770128.6648110661,52.0,14388.0,0
22043,21569572.935152996,37.0,66.0,0
22044,21575402.935152996,58.0,23922.0,0
22045,21569572.935152996,40.0,100.0,0
22046,21569572.935152996,1342.0,60.0,0
22047,764406.6648110661,39.0,276.0,0
22048,21569572.935152996,40.0,96.0,0
22049,21569572.935152996,31.0,92.0,0
22050,21748134.935152996,97.32576582180064,51646.0,0
22051,811979.6648110661,59.0,714.0,0
22052,618167.0,137.0,23081.0,0
22053,21569572.935152996,39.0,114.0,0
22054,182576.0,263.0,8436.0,0
22055,21569572.935152996,35.32576582180065,49.0,0
22056,21569572.935152996,40.0,113.0,0
22057,21569572.935152996,35.32576582180065,78.0,0
22058,293997.0,146.0,45762.0,0
22059,127990.0,56.0,66443.0,0
22060,21569572.935152996,59.0,87.0,0
22061,34506781.93515299,392.0,12770.0,0
22062,186840.0,80.0,3967.0,0
22063,21569572.935152996,50.0,81.0,0
22064,13784.0,83.0,18297.0,0
22065,21569572.935152996,46.0,508.0,0
22066,21569572.935152996,31.0,123.0,0
22067,769748.6648110661,325.0,258.0,0
22068,21569572.935152996,40.0,95.0,0
22069,4167568.0,55.0,55428.0,0
22070,21569572.935152996,19.0,124.0,0
22071,21569572.935152996,35.32576582180065,1526.0,0
22072,21569572.935152996,35.32576582180065,2.0,0
22073,21874907.935152996,70.0,29741.0,0
22074,43139145.87030599,103.0,111.0,0
22075,21569572.935152996,147.0,64.0,0
22076,21569572.935152996,39.0,63.0,0
22077,759696.6648110661,66.0,5920.0,0
22078,21569572.935152996,29.0,81.0,0
22079,21569572.935152996,55.0,96.0,0
22080,21569572.935152996,35.32576582180065,91.0,0
22081,22580069.935152996,184.0,44253.0,0
22082,12394312.0,2143.0,7984.0,0
22083,3804503.0,43.0,1676.0,0
22084,21569572.935152996,71.0,39749.0,0
22085,21591318.935152996,81.32576582180064,80923.0,0
22086,21569572.935152996,67.0,71.0,0
22087,21569572.935152996,35.32576582180065,15.0,0
22088,42522483.205494925,375.0,71210.0,0
22089,63951720.14064792,211.0,2161.0,0
22090,21569572.935152996,39.0,63.0,0
22091,43139145.87030599,84.0,7799.0,0
22092,21569572.935152996,40.0,109.0,0
22093,21569572.935152996,30.0,67.0,0
22094,864861.6648110661,43.0,5019.0,0
22095,28921112.0,75.0,77919.0,0
22096,763817.0,109.0,26473.0,0
22097,21569572.935152996,35.32576582180065,66.0,0
22098,17525.0,1075.0,159.0,0
22099,66051147.470270045,191.0,179332.0,0
22100,21569572.935152996,29.0,106.0,0
22101,22734608.935152996,386.0,7403.0,0
22102,20809991.27034193,44.0,35728.0,0
22103,838290.0,171.0,48479.0,0
22104,21569572.935152996,42.0,88.0,0
22105,1864616.6648110661,132.0,60504.0,0
22106,64708718.80545898,87.0,317.0,0
22107,43139145.87030599,88.0,185.0,0
22108,21569572.935152996,41.0,63.0,0
22109,21569572.935152996,29.0,96.0,0
22110,21569572.935152996,35.32576582180065,74.0,0
22111,21569572.935152996,34.0,93.0,0
22112,273441.0,3270.0,1384.0,0
22113,154284.0,34.0,29274.0,0
22114,21569572.935152996,35.32576582180065,109.0,0
22115,21569572.935152996,56.0,124.0,0
22116,21569572.935152996,35.32576582180065,15.0,0
22117,36606994.935153,139.0,67604.0,0
22118,21569572.935152996,51.0,1391.0,0
22119,21569572.935152996,67.0,82.0,0
22120,21569572.935152996,47.0,108.0,0
22121,21569572.935152996,40.0,117.0,0
22122,32932336.0,106.0,17327.0,0
22123,21569572.935152996,35.32576582180065,101.0,0
22124,43139145.87030599,84.0,153.0,0
22125,21569572.935152996,35.32576582180065,109.0,0
22126,784009.6648110661,50.0,53810.0,0
22127,21569572.935152996,25.0,102.0,0
22128,21569572.935152996,55.0,3232.0,0
22129,21569572.935152996,53.0,83.0,0
22130,21569572.935152996,31.0,485.0,0
22131,21569572.935152996,35.32576582180065,92.0,0
22132,760878.6648110661,441.0,170.0,0
22133,21569572.935152996,60.0,60.0,0
22134,43139145.87030599,78.0,196.0,0
22135,3152.0,29.0,3361.0,0
22136,847391.6648110661,116.0,10148.0,0
22137,21569572.935152996,35.32576582180065,55.0,0
22138,21569572.935152996,41.0,61.0,0
22139,21569572.935152996,22.0,123.0,0
22140,21569572.935152996,35.32576582180065,90.0,0
22141,21569572.935152996,49.0,63.0,0
22142,21569572.935152996,35.32576582180065,97.0,0
22143,21667176.935152996,91.0,20559.0,0
22144,21569572.935152996,53.0,62.0,0
22145,24277765.935152996,66.0,183426.0,0
22146,22331143.59996406,148.0,143.0,0
22147,21569572.935152996,28.0,113.0,0
22148,21569572.935152996,41.0,71.0,0
22149,194792.0,1877.0,936.0,0
22150,21569572.935152996,35.32576582180065,166.0,0
22151,21849932.935152996,106.0,17819.0,0
22152,21569572.935152996,53.0,114.0,0
22153,21569572.935152996,32.0,63.0,0
22154,21569572.935152996,35.32576582180065,99.0,0
22155,7532683.0,40.0,9911.0,0
22156,43147580.87030599,128.0,8981.0,0
22157,43139145.87030599,88.0,153.0,0
22158,21655751.935152996,105.0,16534.0,0
22159,21569572.935152996,72.0,44.0,0
22160,44090.0,78.0,17867.0,0
22161,21569572.935152996,44.0,83.0,0
22162,43139145.87030599,81.0,137.0,0
22163,21569572.935152996,82.0,39.0,0
22164,21569572.935152996,35.32576582180065,74.0,0
22165,21569572.935152996,85.0,84.0,0
22166,21569572.935152996,35.32576582180065,85.0,0
22167,21569572.935152996,35.32576582180065,97.0,0
22168,21569572.935152996,29.0,115.0,0
22169,43139145.87030599,70.6515316436013,276.0,0
22170,21569572.935152996,35.32576582180065,118.0,0
22171,1988432.0,74.0,54260.0,0
22172,21569572.935152996,36.0,1058.0,0
22173,21569572.935152996,35.32576582180065,123.0,0
22174,21569572.935152996,31.0,102.0,0
22175,21594167.935152996,51.0,18606.0,0
22176,21569572.935152996,38.0,95.0,0
22177,21569572.935152996,29.0,63.0,0
22178,21569572.935152996,35.32576582180065,75.0,0
22179,21569572.935152996,35.32576582180065,93.0,0
22180,21569572.935152996,47.0,93.0,0
22181,21569572.935152996,67.0,74.0,0
22182,21569572.935152996,35.32576582180065,123.0,0
22183,21569572.935152996,39.0,104.0,0
22184,43139145.87030599,122.0,163.0,0
22185,27556625.935152996,90.0,100915.0,0
22186,16538.0,267.0,9943.0,0
22187,2474966.0,138.0,4241.0,0
22188,20813608.27034193,73.0,49.0,0
22189,21569572.935152996,35.32576582180065,123.0,0
22190,138692.0,51.0,9811.0,0
22191,21569572.935152996,37.0,70.0,0
22192,21569572.935152996,35.32576582180065,97.0,0
22193,10474.0,68.0,1906.0,0
22194,1521338.0,50.0,45270.0,0
22195,21774636.935152996,61.0,38511.0,0
22196,21569572.935152996,35.32576582180065,99.0,0
22197,21569572.935152996,28.0,70.0,0
22198,43139145.87030599,62.0,146.0,0
22199,21569572.935152996,50.0,57.0,0
22200,21569572.935152996,31.0,104.0,0
22201,235808.0,229.0,1340.0,0
22202,28737832.0,63.0,57047.0,0
22203,22508770.59996406,117.32576582180064,151377.0,0
22204,761080.6648110661,40.0,48313.0,0
22205,22333941.59996406,650.3257658218006,912.0,0
22206,64708718.80545898,115.65153164360129,14420.0,0
22207,21569572.935152996,35.32576582180065,104.0,0
22208,21569572.935152996,114.0,2197.0,0
22209,1123349.6648110661,63.0,13100.0,0
22210,43139145.87030599,67.0,218.0,0
22211,43139145.87030599,96.0,211.0,0
22212,21569572.935152996,29.0,94.0,0
22213,21569572.935152996,24.0,100.0,0
22214,43139145.87030599,107.0,195.0,0
22215,21575694.935152996,86.0,5159.0,0
22216,21569572.935152996,39.0,84.0,0
22217,14047.0,60.0,20078.0,0
22218,21569572.935152996,35.32576582180065,94.0,0
22219,21569572.935152996,35.32576582180065,124.0,0
22220,43139145.87030599,70.6515316436013,198.0,0
22221,43139145.87030599,70.6515316436013,141.0,0
22222,25301205.935152996,1060.0,51225.0,0
22223,21569572.935152996,37.0,97.0,0
22224,21569572.935152996,86.0,98.0,0
22225,21569572.935152996,29.0,112.0,0
22226,21764777.935152996,885.0,2193.0,0
22227,24489192.935152996,270.0,74001.0,0
22228,21569572.935152996,26.0,117.0,0
22229,289316.0,365.0,4999.0,0
22230,21569572.935152996,42.0,63.0,0
22231,21569572.935152996,35.0,99.0,0
22232,21569572.935152996,28.0,75.0,0
22233,21569572.935152996,36.0,69.0,0
22234,21569572.935152996,32.0,114.0,0
22235,52448.0,154.0,6813.0,0
22236,21569572.935152996,20.0,99.0,0
22237,43139145.87030599,78.0,182.0,0
22238,21569572.935152996,30.0,111.0,0
22239,21569572.935152996,54.0,115.0,0
22240,406334.0,52.0,15313.0,0
22241,43139145.87030599,65.0,200.0,0
22242,343188.0,81.0,8275.0,0
22243,21569572.935152996,87.0,22.0,0
22244,21569572.935152996,35.32576582180065,55.0,0
22245,21569572.935152996,34.0,101.0,0
22246,22329269.59996406,139.0,9293.0,0
22247,21569572.935152996,157.0,5024.0,0
22248,21569572.935152996,29.0,98.0,0
22249,21569572.935152996,35.0,100.0,0
22250,3194175.0,62.0,77629.0,0
22251,21569572.935152996,14.0,79.0,0
22252,21569572.935152996,50.0,81.0,0
22253,43139145.87030599,51.0,259.0,0
22254,78561.0,153.0,24156.0,0
22255,43139145.87030599,70.6515316436013,163.0,0
22256,21569572.935152996,35.32576582180065,96.0,0
22257,21569572.935152996,35.32576582180065,101.0,0
22258,21569572.935152996,42.0,89.0,0
22259,21569572.935152996,35.32576582180065,126.0,0
22260,5096232.0,54.0,38732.0,0
22261,21569572.935152996,29.0,97.0,0
22262,64708718.80545898,130.0,273.0,0
22263,21569572.935152996,35.32576582180065,97.0,0
22264,759826.6648110661,72.0,5077.0,0
22265,24243732.935152996,102.0,90923.0,0
22266,43139145.87030599,117.0,151.0,0
22267,1259711.0,83.0,30193.0,0
22268,957617.0,39.0,37676.0,0
22269,21569572.935152996,35.32576582180065,71.0,0
22270,5076819.0,223.0,10427.0,0
22271,21569572.935152996,36.0,63.0,0
22272,43139145.87030599,70.32576582180064,209.0,0
22273,21569572.935152996,67.0,100.0,0
22274,21800147.935152996,1429.3257658218008,3966.0,0
22275,4622934.329622133,238.0,138307.0,0
22276,21569572.935152996,35.32576582180065,87.0,0
22277,374343.0,100.0,70621.0,0
22278,21569572.935152996,31.0,82.0,0
22279,21569572.935152996,35.32576582180065,15.0,0
22280,21760317.935152996,129.0,35725.0,0
22281,21569572.935152996,51.0,63.0,0
22282,761356.6648110661,29.0,8698.0,0
22283,21569572.935152996,35.32576582180065,85.0,0
22284,64830109.80545898,113.0,157442.0,0
22285,8840.0,60.0,30262.0,0
22286,43139145.87030599,101.32576582180064,350.0,0
22287,2901280.0,52.0,31786.0,0
22288,25249.0,296.0,204.0,0
22289,21569572.935152996,59.0,107.0,0
22290,21569572.935152996,36.0,73.0,0
22291,21597979.935152996,79.0,178126.0,0
22292,79746.0,155.0,36793.0,0
22293,21569572.935152996,35.32576582180065,88.0,0
22294,2122141.0,36.0,76303.0,0
22295,760201.6648110661,42.0,3061.0,0
22296,26185298.935152996,144.0,59257.0,0
22297,21571055.935152996,68.0,3535.0,0
22298,21569572.935152996,60.0,64.0,0
22299,21569572.935152996,58.0,131.0,0
22300,21569572.935152996,35.32576582180065,15.0,0
22301,21569572.935152996,41.0,410.0,0
22302,21569572.935152996,14.0,116.0,0
22303,21569572.935152996,34.0,107.0,0
22304,21569572.935152996,20.0,124.0,0
22305,21587060.935152996,499.0,9772.0,0
22306,43139145.87030599,58.0,204.0,0
22307,64708718.80545898,211.0,160.0,0
22308,21583546.935152996,136.0,2981.0,0
22309,21569572.935152996,48.0,112.0,0
22310,21569572.935152996,41.0,77.0,0
22311,21569572.935152996,37.0,87.0,0
22312,402998.0,51.0,89312.0,0
22313,22099214.935152996,460.3257658218007,8102.0,0
22314,1997244.0,96.0,42774.0,0
22315,86278291.74061199,196.32576582180064,2348.0,0
22316,21569572.935152996,54.0,63.0,0
22317,21569572.935152996,39.0,112.0,0
22318,54000.0,41.0,45372.0,0
22319,21569572.935152996,35.32576582180065,99.0,0
22320,21569572.935152996,46.0,74.0,0
22321,10721.0,67.0,2105.0,0
22322,21569572.935152996,35.32576582180065,75.0,0
22323,760193.6648110661,35.0,1704.0,0
22324,21569572.935152996,35.32576582180065,128.0,0
22325,821230.6648110661,80.0,14778.0,0
22326,1299050.0,46.0,39776.0,0
22327,21569572.935152996,35.32576582180065,99.0,0
22328,43139145.87030599,85.0,215.0,0
22329,21569572.935152996,51.0,98.0,0
22330,21569572.935152996,35.32576582180065,98.0,0
22331,21569572.935152996,35.32576582180065,109.0,0
22332,23792736.935152996,213.0,14675.0,0
22333,21569572.935152996,35.32576582180065,126.0,0
22334,21569572.935152996,32.0,63.0,0
22335,38241.0,530.0,9543.0,0
22336,1336757.6648110661,40.0,328.0,0
22337,21597243.935152996,91.0,17933.0,0
22338,21569572.935152996,39.0,93.0,0
22339,21569572.935152996,63.0,117.0,0
22340,21569572.935152996,31.0,97.0,0
22341,23685386.935152996,173.32576582180064,88580.0,0
22342,21578853.935152996,93.0,3538.0,0
22343,43139145.87030599,70.6515316436013,171.0,0
22344,22183035.935152996,82.32576582180064,73764.0,0
22345,490478.0,41.0,96401.0,0
22346,761286.6648110661,37.0,21898.0,0
22347,21601270.935152996,65.0,28536.0,0
22348,21569572.935152996,35.32576582180065,15.0,0
22349,43238034.87030599,185.0,7636.0,0
22350,21569572.935152996,31.0,17793.0,0
22351,43139145.87030599,94.0,175.0,0
22352,21569572.935152996,32.0,109.0,0
22353,21569572.935152996,35.32576582180065,3.0,0
22354,26459295.935152996,207.0,15442.0,0
22355,763428.6648110661,30.0,609.0,0
22356,6551.0,48.0,29142.0,0
22357,566937.0,190.0,18712.0,0
22358,21688528.935152996,104.0,115274.0,0
22359,212443476.935153,71.32576582180064,10630.0,0
22360,21569572.935152996,67.0,143.0,0
22361,21790442.935152996,89.0,19361.0,0
22362,21569572.935152996,35.32576582180065,125.0,0
22363,43139145.87030599,70.6515316436013,346.0,0
22364,21569572.935152996,48.0,98.0,0
22365,21569572.935152996,29.0,153.0,0
22366,21569572.935152996,17.0,96.0,0
22367,761710.6648110661,35.32576582180065,45.0,0
22368,2732991.0,106.0,21714.0,0
22369,47165158.53511706,451.3257658218006,58723.0,0
22370,20811244.27034193,46.0,150.0,0
22371,21569572.935152996,31.0,98.0,0
22372,23072.0,47.0,39360.0,0
22373,43139145.87030599,99.0,3007.0,0
22374,43139145.87030599,92.0,178.0,0
22375,760783.6648110661,49.0,775.0,0
22376,43139145.87030599,76.0,178.0,0
22377,21569572.935152996,35.32576582180065,69.0,0
22378,23387270.935152996,170.32576582180064,49539.0,0
22379,654034.0,48.0,68707.0,0
22380,21569572.935152996,35.32576582180065,101.0,0
22381,21569572.935152996,35.32576582180065,78.0,0
22382,21569572.935152996,29.0,4059.0,0
22383,11001.0,57.0,20551.0,0
22384,21569572.935152996,39.0,112.0,0
22385,15797353.0,173.0,64242.0,0
22386,25164460.59996406,1518.0,30320.0,0
22387,210690.0,53.0,22118.0,0
22388,70485.0,80.0,50849.0,0
22389,43139145.87030599,53.0,190.0,0
22390,22681756.935152996,79.0,26684.0,0
22391,43798887.87030599,148.6515316436013,52960.0,0
22392,21569572.935152996,38.0,113.0,0
22393,21569572.935152996,31.0,92.0,0
22394,2892133.0,69.0,23615.0,0
22395,47900315.87030599,191.0,163214.0,0
22396,43139145.87030599,78.0,187.0,0
22397,1868013.0,71.0,34463.0,0
22398,908987.6648110661,287.0,25828.0,0
22399,32587308.0,273.0,17166.0,0
22400,21569572.935152996,34.0,110.0,0
22401,22804263.935152996,150.0,78444.0,0
22402,33088.0,53.0,21409.0,0
22403,20811208.27034193,195.0,99.0,0
22404,182598.0,167.0,9122.0,0
22405,64708718.80545898,150.0,779.0,0
22406,21569572.935152996,60.0,656.0,0
22407,759796.6648110661,46.0,559.0,0
22408,22329345.59996406,64.0,26924.0,0
22409,58002237.0,121.0,11096.0,0
22410,21569572.935152996,45.0,99.0,0
22411,21569572.935152996,48.0,94.0,0
22412,21569572.935152996,35.32576582180065,127.0,0
22413,22353562.935152996,174.0,20397.0,0
22414,2372820.0,48.0,78742.0,0
22415,767458.6648110661,57.0,9253.0,0
22416,43139145.87030599,84.0,180.0,0
22417,21569572.935152996,35.32576582180065,74.0,0
22418,43139145.87030599,89.0,4452.0,0
22419,22373382.59996406,104.32576582180064,141651.0,0
22420,128640.0,77.0,27315.0,0
22421,22087463.935152996,123.0,26302.0,0
22422,21569572.935152996,28.0,41.0,0
22423,20811208.27034193,37.0,96.0,0
22424,800168.6648110661,62.0,16551.0,0
22425,21569572.935152996,35.32576582180065,94.0,0
22426,43139145.87030599,68.0,222.0,0
22427,1256454.0,316.0,13919.0,0
22428,63950736.14064792,103.0,4244.0,0
22429,21569572.935152996,28.0,97.0,0
22430,805977.6648110661,37.0,1029.0,0
22431,21569572.935152996,35.32576582180065,111.0,0
22432,21569572.935152996,31.0,81.0,0
22433,13565.0,41.0,8246.0,0
22434,12533.0,532.0,204.0,0
22435,31436528.935152996,109.0,26229.0,0
22436,22448931.59996406,72.0,59070.0,0
22437,21569572.935152996,35.32576582180065,15.0,0
22438,20812574.27034193,43.0,39719.0,0
22439,43449812.87030599,168.0,271115.0,0
22440,362212614.0,218.0,32787.0,0
22441,750518.0,100.0,14996.0,0
22442,22451231.59996406,100.0,17833.0,0
22443,2177428.0,127.0,107523.0,0
22444,21569572.935152996,35.32576582180065,63.0,0
22445,21569572.935152996,35.32576582180065,83.0,0
22446,21569572.935152996,70.0,112.0,0
22447,21569572.935152996,50.0,112.0,0
22448,21569572.935152996,36.0,114.0,0
22449,5236.0,347.0,731.0,0
22450,21569572.935152996,69.0,115.0,0
22451,21569572.935152996,48.0,48.0,0
22452,21569572.935152996,35.32576582180065,114.0,0
22453,21569572.935152996,35.32576582180065,108.0,0
22454,21569572.935152996,35.0,77.0,0
22455,22776940.935152996,80.0,100513.0,0
22456,21569572.935152996,35.32576582180065,90.0,0
22457,21569572.935152996,45.0,924.0,0
22458,21569572.935152996,72.0,74.0,0
22459,21834574.935152996,96.0,24961.0,0
22460,164089.0,205.0,2328.0,0
22461,21569572.935152996,28.0,97.0,0
22462,21569572.935152996,31.0,98.0,0
22463,163989.0,155.0,15225.0,0
22464,21569572.935152996,49.0,63.0,0
22465,199549.0,203.0,22406.0,0
22466,21569572.935152996,35.32576582180065,34.0,0
22467,21569572.935152996,35.32576582180065,80.0,0
22468,22329323.59996406,224.32576582180064,838.0,0
22469,21569572.935152996,28.0,117.0,0
22470,43139145.87030599,83.32576582180064,961.0,0
22471,21569572.935152996,50.0,63.0,0
22472,21569572.935152996,35.0,108.0,0
22473,21569572.935152996,35.32576582180065,83.0,0
22474,22337530.59996406,90.32576582180064,112715.0,0
22475,107375.0,155.0,3063.0,0
22476,21569572.935152996,33.0,63.0,0
22477,21569572.935152996,35.32576582180065,92.0,0
22478,43139145.87030599,61.0,214.0,0
22479,21651069.0,159.0,46938.0,0
22480,21569572.935152996,25.0,83.0,0
22481,21569572.935152996,35.32576582180065,10.0,0
22482,64708718.80545898,105.97729746540196,268.0,0
22483,21569572.935152996,29.0,77.0,0
22484,760728.6648110661,34.0,2930.0,0
22485,21569572.935152996,40.0,90.0,0
22486,1937199.0,66.0,42448.0,0
22487,23138656.935152996,104.32576582180064,47152.0,0
22488,43139145.87030599,57.0,157.0,0
22489,21799912.935152996,81.0,20067.0,0
22490,21569572.935152996,70.0,61.0,0
22491,21569572.935152996,39.0,112.0,0
22492,64708718.80545898,177.0,178.0,0
22493,21569572.935152996,35.32576582180065,114.0,0
22494,20495.0,263.0,4815.0,0
22495,21569572.935152996,28.0,113.0,0
22496,43139145.87030599,70.6515316436013,201.0,0
22497,36989379.935153,157.0,39392.0,0
22498,552714.0,2259.0,383.0,0
22499,763365.6648110661,35.0,720.0,0
22500,33628.0,47.0,4923.0,0
22501,21569572.935152996,53.0,92.0,0
22502,43139145.87030599,77.0,228.0,0
22503,43139145.87030599,70.6515316436013,166.0,0
22504,21569572.935152996,35.32576582180065,88.0,0
22505,21569572.935152996,72.0,3131.0,0
22506,43139145.87030599,77.0,216.0,0
22507,21569572.935152996,32.0,81.0,0
22508,21569572.935152996,35.32576582180065,103.0,0
22509,21569572.935152996,29.0,90.0,0
22510,271988.0,66.0,98382.0,0
22511,2067447.0,66.0,32762.0,0
22512,21569572.935152996,26.0,119.0,0
22513,21569572.935152996,35.32576582180065,115.0,0
22514,8012.0,30.0,56409.0,0
22515,431699.0,64.0,27101.0,0
22516,21569572.935152996,28.0,87.0,0
22517,1073527.0,48.0,51078.0,0
22518,21611622.935152996,84.0,24833.0,0
22519,21569572.935152996,29.0,105.0,0
22520,21569572.935152996,35.32576582180065,75.0,0
22521,764642.6648110661,48.0,2607.0,0
22522,21569572.935152996,40.0,150.0,0
22523,54512.0,354.0,22888.0,0
22524,1368785.0,339.0,8148.0,0
22525,22729177.935152996,103.0,30997.0,0
22526,64708718.80545898,99.0,6960.0,0
22527,21569572.935152996,34.0,112.0,0
22528,23157762.935152996,94.32576582180064,43891.0,0
22529,21569572.935152996,35.32576582180065,103.0,0
22530,83562.0,463.0,8898.0,0
22531,5203.0,53.0,16970.0,0
22532,2620786.0,151.0,17469.0,0
22533,21569572.935152996,66.0,82.0,0
22534,21569572.935152996,31.0,29.0,0
22535,21569572.935152996,49.0,121.0,0
22536,24734911.935152996,94.32576582180064,60271.0,0
22537,21569572.935152996,39.0,107.0,0
22538,2910600.0,120.0,14100.0,0
22539,21569572.935152996,26.0,98.0,0
22540,21569572.935152996,35.32576582180065,80.0,0
22541,21569572.935152996,42.0,63.0,0
22542,21569572.935152996,29.0,63.0,0
22543,20813868.27034193,410.0,68.0,0
22544,20809956.27034193,49.0,2118.0,0
22545,21569572.935152996,43.0,92.0,0
22546,43139145.87030599,114.0,95.0,0
22547,43139145.87030599,86.0,165.0,0
22548,21569572.935152996,53.0,102.0,0
22549,21569572.935152996,38.0,63.0,0
22550,142288.0,65.0,20305.0,0
22551,21569572.935152996,35.32576582180065,92.0,0
22552,2216154.0,165.0,6860.0,0
22553,23052175.935152996,103.0,14496.0,0
22554,21569572.935152996,35.32576582180065,74.0,0
22555,21951551.935152996,204.0,75220.0,0
22556,43900126.53511706,122.65153164360129,10560.0,0
22557,4106855.0,110.0,215285.0,0
22558,21569572.935152996,28.0,82.0,0
22559,21569572.935152996,39.0,155.0,0
22560,21569572.935152996,35.32576582180065,82.0,0
22561,5120.0,67.0,49404.0,0
22562,21569572.935152996,19.0,69.0,0
22563,21569572.935152996,29.0,115.0,0
22564,21569572.935152996,32.0,97.0,0
22565,43905560.53511706,123.0,8314.0,0
22566,20361.0,148.0,64128.0,0
22567,21569572.935152996,70.0,78.0,0
22568,846884.6648110661,69.0,419.0,0
22569,43139145.87030599,120.0,158.0,0
22570,43593019.87030599,158.0,21218.0,0
22571,8103.0,58.0,20139.0,0
22572,89399.0,1553.0,168.0,0
22573,21569572.935152996,89.0,59.0,0
22574,21569572.935152996,31.0,69.0,0
22575,23711033.935152996,226.0,23516.0,0
22576,21569572.935152996,35.32576582180065,90.0,0
22577,21569572.935152996,35.32576582180065,115.0,0
22578,21569572.935152996,38.0,118.0,0
22579,83224.0,62.0,51751.0,0
22580,21569572.935152996,35.32576582180065,123.0,0
22581,21569572.935152996,35.32576582180065,135.0,0
22582,24032816.935152996,107.0,27169.0,0
22583,8816.0,50.0,2701.0,0
22584,21569572.935152996,35.32576582180065,65.0,0
22585,43139145.87030599,70.6515316436013,214.0,0
22586,21569572.935152996,35.0,85.0,0
22587,21813891.935152996,174.0,154819.0,0
22588,6254305.0,61.0,32246.0,0
22589,21569572.935152996,46.0,80.0,0
22590,43139145.87030599,70.6515316436013,206.0,0
22591,21569572.935152996,35.32576582180065,77.0,0
22592,21569572.935152996,35.32576582180065,112.0,0
22593,43139145.87030599,70.6515316436013,212.0,0
22594,43139145.87030599,70.6515316436013,191.0,0
22595,43492569.87030599,123.0,82129.0,0
22596,30225649.59996406,94.0,30022.0,0
22597,905160.0,205.0,12146.0,0
22598,21569572.935152996,30.0,92.0,0
22599,766354.6648110661,47.0,31991.0,0
22600,21569572.935152996,35.32576582180065,85.0,0
22601,21569572.935152996,301.0,60.0,0
22602,64708718.80545898,183.0,436.0,0
22603,760492.6648110661,38.0,1070.0,0
22604,26168695.59996406,107.0,138890.0,0
22605,34136997.93515299,139.0,74486.0,0
22606,360078.0,97.0,24757.0,0
22607,21569572.935152996,42.0,114.0,0
22608,769000.6648110661,45.0,8012.0,0
22609,25439059.935152996,84.0,92574.0,0
22610,21569572.935152996,22.0,116.0,0
22611,23552480.935152996,221.0,11740.0,0
22612,21569572.935152996,55.0,92.0,0
22613,21569572.935152996,35.32576582180065,123.0,0
22614,21569572.935152996,71.0,103.0,0
22615,1347707.0,71.0,1571.0,0
22616,20812574.27034193,51.0,736.0,0
22617,21569572.935152996,35.32576582180065,56.0,0
22618,5212.0,425.0,198.0,0
22619,44145182.87030599,234.6515316436013,146326.0,0
22620,26484376.935152996,165.0,31191.0,0
22621,1053801.6648110661,39.0,152575.0,0
22622,43139145.87030599,89.0,216.0,0
22623,27345309.935152996,65.0,55213.0,0
22624,22330317.59996406,73.32576582180064,1137.0,0
22625,43139145.87030599,107.0,156.0,0
22626,21569572.935152996,47.0,85.0,0
22627,21569572.935152996,20.0,157.0,0
22628,22379632.935152996,53.0,62460.0,0
22629,890871.6648110661,45.0,74833.0,0
22630,21569572.935152996,35.32576582180065,101.0,0
22631,21569572.935152996,59.0,96.0,0
22632,21569572.935152996,26.0,108.0,0
22633,21569572.935152996,49.0,68.0,0
22634,21569572.935152996,25.0,235.0,0
22635,1203958.6648110661,51.0,20299.0,0
22636,21569572.935152996,35.32576582180065,15.0,0
22637,18888.0,38.0,512.0,0
22638,21569572.935152996,19.0,152.0,0
22639,21569572.935152996,41.0,88.0,0
22640,22465475.59996406,130.32576582180064,23582.0,0
22641,21569572.935152996,28.0,95.0,0
22642,21569572.935152996,48.0,60.0,0
22643,26596450.935152996,108.0,139819.0,0
